author_name,pmid,author_id
NelsonS.,2-s2.0-85113414804,11705
ByrneL.M.,2-s2.0-85113414804,50898
BooneL.R.,2-s2.0-85113414804,50899
DunaganJ.,2-s2.0-85113414804,50900
IsraelT.,2-s2.0-85113414804,50901
RodwellerC.,2-s2.0-85113414804,50902
DruryB.,2-s2.0-85113414804,50903
KostR.G.,2-s2.0-85113414804,50904
PulleyJ.M.,2-s2.0-85113414804,50905
BernardG.R.,2-s2.0-85113414804,50906
HarrisP.A.,2-s2.0-85113414804,50907
SpanhelK.,2-s2.0-85113432303,50908
BalciS.,2-s2.0-85113432303,21573
FeldhahnF.,2-s2.0-85113432303,50909
BengelJ.,2-s2.0-85113432303,50910
BaumeisterH.,2-s2.0-85113432303,50911
SanderL.B.,2-s2.0-85113432303,50912
SyrjänenS.,2-s2.0-85113436587,50913
SyrjänenK.,2-s2.0-85113436587,50914
WheatJ.C.,2-s2.0-85113439922,50915
SteidlU.,2-s2.0-85113439922,50916
WrayC.M.,2-s2.0-85113447042,50917
ValiM.,2-s2.0-85113447042,50918
WalterL.C.,2-s2.0-85113447042,50919
ChristensenL.,2-s2.0-85113447042,46226
ChapmanW.,2-s2.0-85113447042,50920
AustinP.C.,2-s2.0-85113447042,50921
ByersA.L.,2-s2.0-85113447042,50922
KeyhaniS.,2-s2.0-85113447042,50923
SilvaJ.M.D.,2-s2.0-85113462123,50924
RodriguesM.B.,2-s2.0-85113462123,50925
MatosJ.D.P.,2-s2.0-85113462123,45870
MaisL.A.,2-s2.0-85113462123,50926
MartinsA.P.B.,2-s2.0-85113462123,50927
ClaroR.M.,2-s2.0-85113462123,50928
HortaP.M.,2-s2.0-85113462123,45869
AboujaoudeE.,2-s2.0-85113489902,50929
GegaL.,2-s2.0-85113489902,50930
MandalS.,2-s2.0-85113499733,2209
BandyopadhyayS.,2-s2.0-85113499733,50931
TyagiK.,2-s2.0-85113499733,50932
RoyA.,2-s2.0-85113499733,7375
PagetS.,2-s2.0-85113504252,50933
ZamanS.,2-s2.0-85113504252,50934
PatelN.P.,2-s2.0-85113504252,50935
HusseinB.,2-s2.0-85113508067,50936
WallaceB.,2-s2.0-85113525833,50937
MackinnonK.,2-s2.0-85113525833,50938
StrosherH.,2-s2.0-85113525833,50939
MaceviciusC.,2-s2.0-85113525833,50940
GordonC.,2-s2.0-85113525833,25541
RaworthR.,2-s2.0-85113525833,50941
MesleyL.,2-s2.0-85113525833,50942
ShahramS.,2-s2.0-85113525833,50943
MarcellusL.,2-s2.0-85113525833,50944
UrbanoskiK.,2-s2.0-85113525833,50945
PaulyB.,2-s2.0-85113525833,50946
Khamisy-FarahR.,2-s2.0-85113546517,50947
GilbeyP.,2-s2.0-85113546517,50948
FurstenauL.B.,2-s2.0-85113546517,50949
SottM.K.,2-s2.0-85113546517,50950
FarahR.,2-s2.0-85113546517,50951
VivianiM.,2-s2.0-85113546517,50952
BisogniM.,2-s2.0-85113546517,50953
KongJ.D.,2-s2.0-85113546517,50954
CilibertiR.,2-s2.0-85113546517,50955
BragazziN.L.,2-s2.0-85113546517,50956
PecoraroC.,2-s2.0-85113548386,50957
FaggionB.,2-s2.0-85113548386,50958
BalboniB.,2-s2.0-85113548386,50959
CarboneD.,2-s2.0-85113548386,29547
PetersG.J.,2-s2.0-85113548386,29550
DianaP.,2-s2.0-85113548386,50960
AssarafY.G.,2-s2.0-85113548386,50961
GiovannettiE.,2-s2.0-85113548386,16177
MaY.,2-s2.0-85113549546,2855
HeJ.,2-s2.0-85113549546,13972
LiZ.,2-s2.0-85113549546,97
GarnerA.,2-s2.0-85113573420,50962
YogmanM.,2-s2.0-85113573420,50963
AdeoyeJ.,2-s2.0-85113611008,50964
TanJ.Y.,2-s2.0-85113611008,50965
ChoiS.-W.,2-s2.0-85113611008,50966
ThomsonP.,2-s2.0-85113611008,50967
ZhangB.,2-s2.0-85113612558,3012
RahmatullahB.,2-s2.0-85113612558,50968
WangS.L.,2-s2.0-85113612558,50969
ZhangG.,2-s2.0-85113612558,19657
WangH.,2-s2.0-85113612558,444
EbrahimN.A.,2-s2.0-85113612558,50970
YoungE.,2-s2.0-85113612939,50971
PhilpottH.,2-s2.0-85113612939,50972
SinghR.,2-s2.0-85113612939,2710
LiZ.,2-s2.0-85113632627,97
YuR.,2-s2.0-85113632627,50973
GuoB.,2-s2.0-85113632627,15793
TrifunovS.,2-s2.0-85113700923,50974
Paredes-FuentesA.J.,2-s2.0-85113700923,50975
BadosaC.,2-s2.0-85113700923,50976
CodinaA.,2-s2.0-85113700923,31020
MontoyaJ.,2-s2.0-85113700923,50977
Ruiz-PesiniE.,2-s2.0-85113700923,50978
JouC.,2-s2.0-85113700923,50979
GarrabouG.,2-s2.0-85113700923,50980
Grau-JunyentJ.M.,2-s2.0-85113700923,50981
YuberoD.,2-s2.0-85113700923,50982
MonteroR.,2-s2.0-85113700923,50983
MuchartJ.,2-s2.0-85113700923,50984
Ortigoza-EscobarJ.D.,2-s2.0-85113700923,50985
O'CallaghanM.M.,2-s2.0-85113700923,50986
NascimentoA.,2-s2.0-85113700923,50987
CatalàA.,2-s2.0-85113700923,50988
Garcia-CazorlaÀ.,2-s2.0-85113700923,50989
Jimenez-MallebreraC.,2-s2.0-85113700923,50990
ArtuchR.,2-s2.0-85113700923,50991
GlebovaI.S.,2-s2.0-85113709669,50992
AnishevaY.A.,2-s2.0-85113709669,50993
GorelovaJ.N.,2-s2.0-85113709669,50994
ChenJ.M.,2-s2.0-85113714069,50995
ZovkoM.,2-s2.0-85113714069,50996
ŠimurinaN.,2-s2.0-85113714069,50997
ZovkoV.,2-s2.0-85113714069,50998
FrancisA.,2-s2.0-85113715136,50999
ZhuD.,2-s2.0-85113715136,8005
AldereteC.H.,2-s2.0-85113715136,51000
JohriS.,2-s2.0-85113715136,51001
XiaoX.,2-s2.0-85113715136,3940
FreericksJ.K.,2-s2.0-85113715136,51002
MonroeC.,2-s2.0-85113715136,51003
LinkeN.M.,2-s2.0-85113715136,51004
KemperA.F.,2-s2.0-85113715136,51005
KruegerE.S.,2-s2.0-85113730354,51006
LloydT.S.,2-s2.0-85113730354,51007
TessemJ.S.,2-s2.0-85113730354,51008
CherbaM.,2-s2.0-85113777003,51009
GrosjeanS.,2-s2.0-85113777003,51010
BonnevilleL.,2-s2.0-85113777003,47903
Nahon-SerfatyI.,2-s2.0-85113777003,51011
BoileauJ.,2-s2.0-85113777003,51012
WaldolfR.,2-s2.0-85113777003,51013
BousaliM.,2-s2.0-85113784287,51014
PapatheodoridisG.,2-s2.0-85113784287,51015
ParaskevisD.,2-s2.0-85113784287,51016
KaramitrosT.,2-s2.0-85113784287,51017
PatilK.,2-s2.0-85113784476,51018
KhanF.B.,2-s2.0-85113784476,49606
AkhtarS.,2-s2.0-85113784476,18165
AhmadA.,2-s2.0-85113784476,11403
UddinS.,2-s2.0-85113784476,51019
BarrettB.,2-s2.0-85113787154,51020
DommettK.,2-s2.0-85113787154,51021
KreissD.,2-s2.0-85113787154,51022
ChierichettiM.,2-s2.0-85113791051,51023
BackerP.,2-s2.0-85113791051,51024
WangX.,2-s2.0-85113797414,448
HoweS.,2-s2.0-85113797414,51025
DengF.,2-s2.0-85113797414,36810
ZhaoJ.,2-s2.0-85113797414,3082
XuC.C.Y.,2-s2.0-85113802830,51026
RamsayC.,2-s2.0-85113802830,51027
CowanM.,2-s2.0-85113802830,51028
DehghaniM.,2-s2.0-85113802830,51029
LaskoP.,2-s2.0-85113802830,51030
BarrettR.D.H.,2-s2.0-85113802830,51031
SætraH.S.,2-s2.0-85113806194,51032
Fosch-VillarongaE.,2-s2.0-85113806194,51033
BorgiaM.,2-s2.0-85113835058,51034
DalBoM.,2-s2.0-85113835058,51035
ToffoliG.,2-s2.0-85113835058,51036
Terkamo-MoisioA.,2-s2.0-85113836933,51037
KarkiS.,2-s2.0-85113836933,51038
KangasniemiM.,2-s2.0-85113836933,51039
LammintakanenJ.,2-s2.0-85113836933,36078
Häggman-LaitilaA.,2-s2.0-85113836933,51040
KhanM.A.,2-s2.0-85113841497,2511
DaiD.,2-s2.0-85113850155,51041
WangS.,2-s2.0-85113850155,126
MaY.,2-s2.0-85113850155,2855
LaybournS.M.,2-s2.0-85113853192,51042
MesicA.,2-s2.0-85113920594,36491
RogarM.,2-s2.0-85113920594,36492
HudlerP.,2-s2.0-85113920594,36493
BilalovicN.,2-s2.0-85113920594,36494
EminovicI.,2-s2.0-85113920594,36495
KomelR.,2-s2.0-85113920594,36496
MorinR.D.,2-s2.0-85113957828,12238
ArthurS.E.,2-s2.0-85113957828,51043
HodsonD.J.,2-s2.0-85113957828,51044
NabolsiM.,2-s2.0-85113965082,51045
Abu-MoghliF.,2-s2.0-85113965082,51046
KhalafI.,2-s2.0-85113965082,51047
ZumotA.,2-s2.0-85113965082,51048
SulimanW.,2-s2.0-85113965082,51049
VirgoneA.,2-s2.0-85113986206,51050
BadrehS.,2-s2.0-85113986206,51051
UsD.,2-s2.0-85114010248,51052
BrzezinskiK.,2-s2.0-85114010248,51053
BuitenhuisT.,2-s2.0-85114010248,51054
DendoovenP.,2-s2.0-85114010248,51055
RuotsalainenU.,2-s2.0-85114010248,51056
LylesC.R.,2-s2.0-85114021623,662
Adler-MilsteinJ.,2-s2.0-85114021623,2277
ThaoC.,2-s2.0-85114021623,51057
LiskerS.,2-s2.0-85114021623,51058
NouriS.,2-s2.0-85114021623,51059
SarkarU.,2-s2.0-85114021623,661
NevesA.L.,2-s2.0-85114021929,51060
LiE.,2-s2.0-85114021929,5872
SerafiniA.,2-s2.0-85114021929,51061
JimenezG.,2-s2.0-85114021929,51062
LingnerH.,2-s2.0-85114021929,51063
KoskelaT.H.,2-s2.0-85114021929,51064
HoffmanR.D.,2-s2.0-85114021929,51065
CollinsC.,2-s2.0-85114021929,12239
PetekD.,2-s2.0-85114021929,51066
ClaveriaA.,2-s2.0-85114021929,51067
TsopraR.,2-s2.0-85114021929,51068
IrvingG.,2-s2.0-85114021929,51069
GussoG.,2-s2.0-85114021929,51070
O'NeillB.G.,2-s2.0-85114021929,51071
HoedebeckeK.,2-s2.0-85114021929,51072
EspitiaS.M.,2-s2.0-85114021929,51073
UnganM.,2-s2.0-85114021929,51074
NesslerK.,2-s2.0-85114021929,51075
LazicV.,2-s2.0-85114021929,51076
LaranjoL.,2-s2.0-85114021929,51077
MemarianE.,2-s2.0-85114021929,51078
FernandezM.J.,2-s2.0-85114021929,51079
GhafurS.,2-s2.0-85114021929,51080
FontanaG.,2-s2.0-85114021929,7766
MajeedA.,2-s2.0-85114021929,3655
CarJ.,2-s2.0-85114021929,10219
DarziA.,2-s2.0-85114021929,4219
KumarS.,2-s2.0-85114024238,9077
PatelG.K.,2-s2.0-85114024238,51081
GhoshalU.C.,2-s2.0-85114024238,51082
VassoloR.S.,2-s2.0-85114024424,51083
CawleyA.F.M.,2-s2.0-85114024424,51084
TortorellaG.L.,2-s2.0-85114024424,49385
FogliattoF.S.,2-s2.0-85114024424,49386
TlapaD.,2-s2.0-85114024424,51085
NarayanamurthyG.,2-s2.0-85114024424,51086
KnopM.,2-s2.0-85114025110,46251
MuellerM.,2-s2.0-85114025110,46250
NiehavesB.,2-s2.0-85114025110,46252
SinghK.,2-s2.0-85114028271,875
MalhotraJ.,2-s2.0-85114028271,47015
McKillopM.,2-s2.0-85114031136,51087
SnowdonJ.,2-s2.0-85114031136,48262
WillisV.C.,2-s2.0-85114031136,51088
AlevyS.,2-s2.0-85114031136,51089
RizviR.,2-s2.0-85114031136,51090
RewaltK.,2-s2.0-85114031136,51091
Lefebvre-PailléC.,2-s2.0-85114031136,51092
KasslerW.,2-s2.0-85114031136,51093
JacksonG.P.,2-s2.0-85114031136,31941
WongS.H.,2-s2.0-85114066776,18354
TsaiJ.C.,2-s2.0-85114066776,51094
PaolilloM.,2-s2.0-85114078143,51095
CominciniS.,2-s2.0-85114078143,51096
SchinelliS.,2-s2.0-85114078143,51097
MittalS.K.,2-s2.0-85114090884,51098
AbdoJ.,2-s2.0-85114090884,51099
AdrienM.P.,2-s2.0-85114090884,51100
BayuB.A.,2-s2.0-85114090884,51101
KlineJ.R.,2-s2.0-85114090884,51102
SullivanM.M.,2-s2.0-85114090884,51103
AgrawalD.K.,2-s2.0-85114090884,51104
RomeroN.,2-s2.0-85114105225,36998
SharmaM.,2-s2.0-85114105225,11799
HuttonC.,2-s2.0-85114137034,51105
HeiderF.,2-s2.0-85114137034,51106
Blanco-GomezA.,2-s2.0-85114137034,51107
BanyardA.,2-s2.0-85114137034,51108
KononovA.,2-s2.0-85114137034,51109
ZhangX.,2-s2.0-85114137034,183
KarimS.,2-s2.0-85114137034,1852
Paulus-HockV.,2-s2.0-85114137034,51110
WattD.,2-s2.0-85114137034,51111
SteeleN.,2-s2.0-85114137034,51112
KempS.,2-s2.0-85114137034,24109
HoggE.K.J.,2-s2.0-85114137034,51113
KellyJ.,2-s2.0-85114137034,10338
JackstadtR.-F.,2-s2.0-85114137034,51114
LopesF.,2-s2.0-85114137034,51115
MenottiM.,2-s2.0-85114137034,51116
ChisholmL.,2-s2.0-85114137034,51117
LamarcaA.,2-s2.0-85114137034,42121
ValleJ.,2-s2.0-85114137034,51118
SansomO.J.,2-s2.0-85114137034,51119
SpringerC.,2-s2.0-85114137034,51120
MalliriA.,2-s2.0-85114137034,51121
MaraisR.,2-s2.0-85114137034,51122
PascadiMaglianoM.,2-s2.0-85114137034,51123
ZelenayS.,2-s2.0-85114137034,51124
MortonJ.P.,2-s2.0-85114137034,51125
JørgensenC.,2-s2.0-85114137034,51126
WyattJ.P.,2-s2.0-85114143311,51127
AmpaduG.G.,2-s2.0-85114143311,51128
ZanuttoO.,2-s2.0-85114147152,51129
WagnerM.G.,2-s2.0-85114151608,23713
PeriyasamyS.,2-s2.0-85114151608,51130
LonghurstC.,2-s2.0-85114151608,51131
McLachlanM.J.,2-s2.0-85114151608,51132
WhiteheadJ.F.,2-s2.0-85114151608,51133
SpeidelM.A.,2-s2.0-85114151608,23718
LaesekeP.F.,2-s2.0-85114151608,51134
ThéodoreF.L.,2-s2.0-85114160756,51135
López-SantiagoM.,2-s2.0-85114160756,51136
Cruz-CasarrubiasC.,2-s2.0-85114160756,51137
Mendoza-PabloP.A.,2-s2.0-85114160756,51138
BarqueraS.,2-s2.0-85114160756,51139
Tolentino-MayoL.,2-s2.0-85114160756,51140
WereM.C.,2-s2.0-85114168260,51141
GongW.,2-s2.0-85114168260,51142
BalirwaP.,2-s2.0-85114168260,51143
BalugabaB.E.,2-s2.0-85114168260,51144
YeungA.,2-s2.0-85114168260,51145
PierceL.,2-s2.0-85114168260,51146
InglesD.,2-s2.0-85114168260,51147
KimY.,2-s2.0-85114168260,2540
LeeH.J.,2-s2.0-85114168260,7938
ShepherdB.E.,2-s2.0-85114168260,51148
LeeY.Y.,2-s2.0-85114171006,43005
LeL.K.-D.,2-s2.0-85114171006,43002
LalA.,2-s2.0-85114171006,51149
EngelL.,2-s2.0-85114171006,51150
MihalopoulosC.,2-s2.0-85114171006,35277
YeandleS.,2-s2.0-85114174075,51151
EberleC.,2-s2.0-85114180376,51152
StichlingS.,2-s2.0-85114180376,51153
ApathyN.C.,2-s2.0-85114180478,51154
HolmgrenA.J.,2-s2.0-85114180478,47860
Adler-MilsteinJ.,2-s2.0-85114180478,2277
OsswaldL.,2-s2.0-85114182817,51155
HamarshehS.,2-s2.0-85114182817,51156
UhlF.M.,2-s2.0-85114182817,51157
AndrieuxG.,2-s2.0-85114182817,51158
KleinC.,2-s2.0-85114182817,51159
DierksC.,2-s2.0-85114182817,51160
DuquesneS.,2-s2.0-85114182817,51161
BraunL.M.,2-s2.0-85114182817,51162
Schmitt-GraeffA.,2-s2.0-85114182817,51163
DuysterJ.,2-s2.0-85114182817,41954
BoerriesM.,2-s2.0-85114182817,11818
BrummerT.,2-s2.0-85114182817,51164
ZeiserR.,2-s2.0-85114182817,43724
MahajanA.,2-s2.0-85114203349,13535
VashishtV.,2-s2.0-85114203349,51165
BansalR.,2-s2.0-85114203349,3483
AlexanderS.M.,2-s2.0-85114220741,51166
RetnakumarR.J.,2-s2.0-85114220741,51167
ChouhanD.,2-s2.0-85114220741,51168
DeviT.N.B.,2-s2.0-85114220741,51169
DharmaseelanS.,2-s2.0-85114220741,51170
DevadasK.,2-s2.0-85114220741,51171
ThapaN.,2-s2.0-85114220741,51172
TamangJ.P.,2-s2.0-85114220741,51173
LamthaS.C.,2-s2.0-85114220741,51174
ChattopadhyayS.,2-s2.0-85114220741,49816
MaliS.A.,2-s2.0-85114221796,51175
IbrahimA.,2-s2.0-85114221796,51176
WoodruffH.C.,2-s2.0-85114221796,44865
AndrearczykV.,2-s2.0-85114221796,51177
MüllerH.,2-s2.0-85114221796,32336
PrimakovS.,2-s2.0-85114221796,51178
SalahuddinZ.,2-s2.0-85114221796,51179
ChatterjeeA.,2-s2.0-85114221796,51180
LambinP.,2-s2.0-85114221796,44864
SodaP.,2-s2.0-85114234590,51181
D'AmicoN.C.,2-s2.0-85114234590,51182
TessadoriJ.,2-s2.0-85114234590,51183
ValbusaG.,2-s2.0-85114234590,51184
GuarrasiV.,2-s2.0-85114234590,51185
BortolottoC.,2-s2.0-85114234590,51186
AkbarM.U.,2-s2.0-85114234590,51187
SiciliaR.,2-s2.0-85114234590,51188
CordelliE.,2-s2.0-85114234590,51189
FazziniD.,2-s2.0-85114234590,51190
CellinaM.,2-s2.0-85114234590,51191
OlivaG.,2-s2.0-85114234590,51192
CalleaG.,2-s2.0-85114234590,51193
PanellaS.,2-s2.0-85114234590,51194
CariatiM.,2-s2.0-85114234590,51195
CozziD.,2-s2.0-85114234590,51196
MieleV.,2-s2.0-85114234590,51197
StellatoE.,2-s2.0-85114234590,51198
CarrafielloG.,2-s2.0-85114234590,39899
CastoraniG.,2-s2.0-85114234590,51199
SimeoneA.,2-s2.0-85114234590,51200
PredaL.,2-s2.0-85114234590,51201
IannelloG.,2-s2.0-85114234590,51202
DelBueA.,2-s2.0-85114234590,51203
TedoldiF.,2-s2.0-85114234590,51204
AlíM.,2-s2.0-85114234590,51205
SonaD.,2-s2.0-85114234590,51206
PapaS.,2-s2.0-85114234590,18845
FerraraB.,2-s2.0-85114235729,51207
PignatelliC.,2-s2.0-85114235729,51208
CossuttaM.,2-s2.0-85114235729,51209
CitroA.,2-s2.0-85114235729,51210
CourtyJ.,2-s2.0-85114235729,51211
PiemontiL.,2-s2.0-85114235729,51212
GhoshM.,2-s2.0-85114240316,51213
ObaidullahS.M.,2-s2.0-85114240316,51214
GherardiniF.,2-s2.0-85114240316,51215
ZdimalovaM.,2-s2.0-85114240316,51216
GutiérrezM.L.,2-s2.0-85114244560,51217
Muñoz-BellvísL.,2-s2.0-85114244560,51218
OrfaoA.,2-s2.0-85114244560,51219
GranataV.,2-s2.0-85114261626,51220
PradellaS.,2-s2.0-85114261626,51221
CozziD.,2-s2.0-85114261626,51196
FuscoR.,2-s2.0-85114261626,51222
FaggioniL.,2-s2.0-85114261626,51223
CoppolaF.,2-s2.0-85114261626,51224
GrassiR.,2-s2.0-85114261626,51225
MaggialettiN.,2-s2.0-85114261626,51226
BuccicardiD.,2-s2.0-85114261626,51227
LacasellaG.V.,2-s2.0-85114261626,51228
MontellaM.,2-s2.0-85114261626,51229
CiaghiE.,2-s2.0-85114261626,51230
BellifemineF.,2-s2.0-85114261626,51231
DeFilippoM.,2-s2.0-85114261626,51232
RengoM.,2-s2.0-85114261626,51233
BortolottoC.,2-s2.0-85114261626,51186
ProstR.,2-s2.0-85114261626,51234
BarresiC.,2-s2.0-85114261626,51235
CappabiancaS.,2-s2.0-85114261626,51236
BruneseL.,2-s2.0-85114261626,29012
NeriE.,2-s2.0-85114261626,43224
GrassiR.,2-s2.0-85114261626,51225
MieleV.,2-s2.0-85114261626,51197
LiW.J.,2-s2.0-85114264261,51237
DingQ.,2-s2.0-85114264261,37866
YuanF.S.,2-s2.0-85114264261,51238
SunF.B.,2-s2.0-85114264261,51239
ZhengJ.Q.,2-s2.0-85114264261,51240
BaoR.,2-s2.0-85114264261,51241
ZhangL.,2-s2.0-85114264261,2197
ChengC.-H.,2-s2.0-85114275949,38311
LiuW.-X.,2-s2.0-85114275949,51242
AkpanI.J.,2-s2.0-85114290597,51243
AguoluO.G.,2-s2.0-85114290597,51244
KobaraY.M.,2-s2.0-85114290597,51245
RazaviR.,2-s2.0-85114290597,51246
AkpanA.A.,2-s2.0-85114290597,51247
ShankerM.,2-s2.0-85114290597,51248
Akbari-AghdamH.,2-s2.0-85114293120,51249
BagherifardA.,2-s2.0-85114293120,51250
MotififardM.,2-s2.0-85114293120,51251
ParviziJ.,2-s2.0-85114293120,51252
SheikhbahaeiE.,2-s2.0-85114293120,51253
EsmaeiliS.,2-s2.0-85114293120,51254
Saber-SamandariS.,2-s2.0-85114293120,51255
KhandanA.,2-s2.0-85114293120,51256
LuscombeG.M.,2-s2.0-85114293578,51257
HawthornJ.,2-s2.0-85114293578,51258
WuA.,2-s2.0-85114293578,15202
GreenB.,2-s2.0-85114293578,17765
MunroA.,2-s2.0-85114293578,51259
ConsidineJ.,2-s2.0-85114295119,42435
BerryD.,2-s2.0-85114295119,51260
AllenJ.,2-s2.0-85114295119,664
HewittN.,2-s2.0-85114295119,51261
OldlandE.,2-s2.0-85114295119,42438
SprogisS.K.,2-s2.0-85114295119,42432
CurreyJ.,2-s2.0-85114295119,42431
KarrachL.,2-s2.0-85114298447,51262
PivarčiováE.,2-s2.0-85114298447,51263
AhnS.,2-s2.0-85114311135,51264
GrimesT.,2-s2.0-85114311135,29930
DattaS.,2-s2.0-85114311135,23640
TsaiJ.-Y.,2-s2.0-85114311258,51265
HungI.Y.-J.,2-s2.0-85114311258,51266
GuoY.L.,2-s2.0-85114311258,51267
JanY.-K.,2-s2.0-85114311258,51268
LinC.-Y.,2-s2.0-85114311258,9860
ShihT.T.-F.,2-s2.0-85114311258,51269
ChenB.-B.,2-s2.0-85114311258,51270
LungC.-W.,2-s2.0-85114311258,51271
GhreebM.S.M.,2-s2.0-85114319230,51272
AbdelkaderA.M.,2-s2.0-85114319230,51273
SayydS.M.,2-s2.0-85114319230,51274
ChandrasekaranV.,2-s2.0-85114321474,51275
StuartA.L.,2-s2.0-85114321474,51276
PascoJ.A.,2-s2.0-85114321474,51277
Brennan-OlsenS.L.,2-s2.0-85114321474,51278
BerkM.,2-s2.0-85114321474,51279
HodgeJ.M.,2-s2.0-85114321474,51280
SamarasingheR.M.,2-s2.0-85114321474,51281
WilliamsL.J.,2-s2.0-85114321474,30575
StamenkovićD.,2-s2.0-85114326563,51282
Obradović-đuričićK.,2-s2.0-85114326563,51283
StamenkovićD.,2-s2.0-85114326563,51282
GrbovićA.,2-s2.0-85114326563,51284
ĐorđevićI.,2-s2.0-85114326563,51285
MoussaR.,2-s2.0-85114332083,51286
AlghazalyA.,2-s2.0-85114332083,51287
AlthagafiN.,2-s2.0-85114332083,51288
EshkyR.,2-s2.0-85114332083,51289
BorzangyS.,2-s2.0-85114332083,51290
KuoppamäkiS.,2-s2.0-85114344146,51291
CruzM.J.,2-s2.0-85114345606,51292
Nieblas-BedollaE.,2-s2.0-85114345606,51293
YoungC.C.,2-s2.0-85114345606,51294
FerozeA.H.,2-s2.0-85114345606,51295
WilliamsJ.R.,2-s2.0-85114345606,51296
EllenbogenR.G.,2-s2.0-85114345606,51297
LevittM.R.,2-s2.0-85114345606,51298
SongZ.,2-s2.0-85114348399,2502
ZhangG.,2-s2.0-85114348399,19657
YuY.,2-s2.0-85114348399,5654
LiS.,2-s2.0-85114348399,404
DeToniG.,2-s2.0-85114350372,51299
ConsonniC.,2-s2.0-85114350372,51300
MontresorA.,2-s2.0-85114350372,51301
CatellaniC.,2-s2.0-85114353738,38944
RavegniniG.,2-s2.0-85114353738,51302
SartoriC.,2-s2.0-85114353738,38945
AngeliniS.,2-s2.0-85114353738,51303
StreetM.E.,2-s2.0-85114353738,38947
JeckelH.,2-s2.0-85114364913,51304
DrescherK.,2-s2.0-85114364913,51305
ShboulZ.A.,2-s2.0-85114366092,51306
DiawaraN.,2-s2.0-85114366092,51307
VossoughA.,2-s2.0-85114366092,10970
ChenJ.Y.,2-s2.0-85114366092,51308
IftekharuddinK.M.,2-s2.0-85114366092,51309
PandeyF.,2-s2.0-85114373249,51310
DashP.,2-s2.0-85114373249,51311
SinhaD.,2-s2.0-85114373249,33576
SwanstonE.,2-s2.0-85114375936,51312
PulmanA.,2-s2.0-85114375936,28167
DoganH.,2-s2.0-85114375936,48856
MurphyJ.,2-s2.0-85114375936,25966
BittersF.,2-s2.0-85114375936,51313
BrownA.,2-s2.0-85114383092,6921
HartleyK.,2-s2.0-85114383092,51314
ZengY.,2-s2.0-85114383643,4863
ZhaoK.,2-s2.0-85114383643,9579
KleinK.O.,2-s2.0-85114383643,51315
ShaoX.,2-s2.0-85114383643,21883
FritzlerM.J.,2-s2.0-85114383643,1531
HudsonM.,2-s2.0-85114383643,1543
ColmegnaI.,2-s2.0-85114383643,51316
PastinenT.,2-s2.0-85114383643,51317
BernatskyS.,2-s2.0-85114383643,9480
GreenwoodC.M.T.,2-s2.0-85114383643,20157
GosensK.C.M.,2-s2.0-85114385107,51318
VanDerZeeR.P.,2-s2.0-85114385107,51319
VanHeukelomM.L.S.,2-s2.0-85114385107,51320
JongenV.W.,2-s2.0-85114385107,51321
CairoI.,2-s2.0-85114385107,51322
VanEedenA.,2-s2.0-85114385107,51323
VanNoeselC.J.M.,2-s2.0-85114385107,51324
QuintW.G.V.,2-s2.0-85114385107,51325
PasmansH.,2-s2.0-85114385107,51326
DijkgraafM.G.W.,2-s2.0-85114385107,51327
DeVriesH.J.C.,2-s2.0-85114385107,51328
PrinsJ.M.,2-s2.0-85114385107,51329
SagawaH.,2-s2.0-85114387871,51330
MiyatiT.,2-s2.0-85114387871,11567
CurfmanA.,2-s2.0-85114390642,51331
McSwainS.D.,2-s2.0-85114390642,51332
ChuoJ.,2-s2.0-85114390642,51333
Yeager-McSwainB.,2-s2.0-85114390642,51334
SchinasiD.A.,2-s2.0-85114390642,51335
MarcinJ.,2-s2.0-85114390642,51336
HerendeenN.,2-s2.0-85114390642,51337
ChungS.L.,2-s2.0-85114390642,51338
RheubanK.,2-s2.0-85114390642,51339
OlsonC.A.,2-s2.0-85114390642,21219
Gallardo-RincónH.,2-s2.0-85114403231,51340
MontoyaA.,2-s2.0-85114403231,51341
Saucedo-MartínezR.,2-s2.0-85114403231,51342
Mújica-RosalesR.,2-s2.0-85114403231,51343
Suárez-IduetaL.,2-s2.0-85114403231,51344
Martínez-JuárezL.A.,2-s2.0-85114403231,51345
RazoC.,2-s2.0-85114403231,51346
LozanoR.,2-s2.0-85114403231,51347
Tapia-ConyerR.,2-s2.0-85114403231,51348
GroßerueschkampF.,2-s2.0-85114404093,31004
JütteH.,2-s2.0-85114404093,31005
GerwertK.,2-s2.0-85114404093,31019
TannapfelA.,2-s2.0-85114404093,31017
KuiperR.J.A.,2-s2.0-85114420372,51349
VanStralenM.,2-s2.0-85114420372,51350
SakkersR.J.B.,2-s2.0-85114420372,51351
BergmansR.H.J.,2-s2.0-85114420372,51352
ZijlstraF.,2-s2.0-85114420372,51353
ViergeverM.A.,2-s2.0-85114420372,1102
WeinansH.,2-s2.0-85114420372,3853
SeevinckP.R.,2-s2.0-85114420372,51354
DuZ.,2-s2.0-85114428313,5185
ZongQ.,2-s2.0-85114428313,51355
GaoH.,2-s2.0-85114428313,5142
GuoQ.,2-s2.0-85114428313,4668
LiuT.,2-s2.0-85114428313,5133
ChenW.,2-s2.0-85114428313,1032
GaoL.,2-s2.0-85114428313,24791
ZomerdijkN.,2-s2.0-85114452229,51356
